2.069274902343750000e+00,-3.830713987350463867e+00,8.903325796127319336e-01,3.733525425195693970e-02,2.358857914805412292e-02,-7.004755139350891113e-01,7.123087048530578613e-01,-1.637045443058013916e-01,4.763673618435859680e-02,1.560953855514526367e-01,1.099879220128059387e-01,-1.809116452932357788e-02,-2.649958990514278412e-02,-1.069844514131546021e-01,-1.357881426811218262e-01,-5.217094421386718750e-01,1.043367311358451843e-01,-1.052183061838150024e-01,8.043022453784942627e-02,-1.715617626905441284e-01,1.791957998648285866e-03,1.475084781646728516e+00,9.316944330930709839e-02,-3.164928555488586426e-01,8.512004464864730835e-02,-3.109456002712249756e-01,-1.363613367080688477e+00,-6.544344942085444927e-04,-4.522408843040466309e-01,9.134948253631591797e-02
2.069697141647338867e+00,-3.828168392181396484e+00,8.890478610992431641e-01,5.827730894088745117e-02,5.687716975808143616e-02,-7.468109130859375000e-01,6.600319743156433105e-01,-2.480944097042083740e-01,1.029753535985946655e-01,3.294682204723358154e-01,1.881913989782333374e-01,-1.045137494802474976e-01,-3.860663250088691711e-02,-2.502447366714477539e-01,-1.157997250556945801e-01,-3.744653761386871338e-01,1.744989305734634399e-01,-1.467907130718231201e-01,9.747389703989028931e-02,-9.344543330371379852e-03,-9.270445443689823151e-03,1.650896191596984863e+00,2.626047432422637939e-01,-4.086391627788543701e-01,1.853366047143936157e-01,-3.615253567695617676e-01,-1.446627378463745117e+00,-1.954749822616577148e-01,-6.243910193443298340e-01,2.747473120689392090e-01
2.069882392883300781e+00,-3.827683448791503906e+00,8.892986774444580078e-01,5.812976509332656860e-02,5.754800140857696533e-02,-7.493560910224914551e-01,6.570956110954284668e-01,-2.477031499147415161e-01,1.056953370571136475e-01,3.395549058914184570e-01,1.885897666215896606e-01,-1.074774861335754395e-01,-3.902997076511383057e-02,-2.527503669261932373e-01,-1.128460541367530823e-01,-3.652406334877014160e-01,1.729825586080551147e-01,-1.450601071119308472e-01,9.661230444908142090e-02,-3.151634009554982185e-03,-3.678348381072282791e-03,1.652740359306335449e+00,2.691583335399627686e-01,-4.037647247314453125e-01,1.806708127260208130e-01,-3.553467988967895508e-01,-1.439331769943237305e+00,-2.191092520952224731e-01,-6.271835565567016602e-01,3.040456771850585938e-01
2.070049285888671875e+00,-3.827209711074829102e+00,8.896068930625915527e-01,5.830053240060806274e-02,5.821657925844192505e-02,-7.501757740974426270e-01,6.560854911804199219e-01,-2.484250366687774658e-01,1.066763773560523987e-01,3.425762653350830078e-01,1.879135668277740479e-01,-1.077891737222671509e-01,-3.888945654034614563e-02,-2.541804909706115723e-01,-1.112866029143333435e-01,-3.622165024280548096e-01,1.711890995502471924e-01,-1.434550881385803223e-01,9.623221307992935181e-02,-1.919372240081429482e-03,-3.996398765593767166e-03,1.654348492622375488e+00,2.726058959960937500e-01,-4.019563198089599609e-01,1.768279671669006348e-01,-3.542861044406890869e-01,-1.434824824333190918e+00,-2.311174571514129639e-01,-6.285412907600402832e-01,3.167733252048492432e-01
2.070142745971679688e+00,-3.826753854751586914e+00,8.899605870246887207e-01,5.855714529752731323e-02,5.869793146848678589e-02,-7.504438161849975586e-01,6.557130813598632812e-01,-2.485042661428451538e-01,1.067015379667282104e-01,3.438152968883514404e-01,1.854387074708938599e-01,-1.064418479800224304e-01,-3.864250332117080688e-02,-2.544700205326080322e-01,-1.101687699556350708e-01,-3.615837097167968750e-01,1.682585030794143677e-01,-1.413725018501281738e-01,9.599831700325012207e-02,-2.457416150718927383e-03,-6.007284857332706451e-03,1.653948068618774414e+00,2.764941155910491943e-01,-4.043110311031341553e-01,1.740172952413558960e-01,-3.552357554435729980e-01,-1.431313157081604004e+00,-2.377851903438568115e-01,-6.313024759292602539e-01,3.213759064674377441e-01
2.070166587829589844e+00,-3.826310396194458008e+00,8.903027176856994629e-01,5.877277627587318420e-02,5.914597585797309875e-02,-7.505745291709899902e-01,6.555039286613464355e-01,-2.488529533147811890e-01,1.068168580532073975e-01,3.442683219909667969e-01,1.835798621177673340e-01,-1.054549515247344971e-01,-3.845371678471565247e-02,-2.549226582050323486e-01,-1.091912686824798584e-01,-3.611117899417877197e-01,1.661601662635803223e-01,-1.399336904287338257e-01,9.577167034149169922e-02,-3.452105214819312096e-03,-9.071654640138149261e-03,1.653608798980712891e+00,2.802217900753021240e-01,-4.081878960132598877e-01,1.700323969125747681e-01,-3.563329875469207764e-01,-1.428290843963623047e+00,-2.418536841869354248e-01,-6.344960331916809082e-01,3.240894973278045654e-01
2.070138931274414062e+00,-3.825896501541137695e+00,8.906224370002746582e-01,5.895186215639114380e-02,5.947276949882507324e-02,-7.506465911865234375e-01,6.553757190704345703e-01,-2.489961385726928711e-01,1.068217754364013672e-01,3.444739580154418945e-01,1.817405670881271362e-01,-1.045890673995018005e-01,-3.832959756255149841e-02,-2.551862597465515137e-01,-1.083773076534271240e-01,-3.608438968658447266e-01,1.643073558807373047e-01,-1.387984156608581543e-01,9.554473310708999634e-02,-4.571762401610612869e-03,-1.087918691337108612e-02,1.653196573257446289e+00,2.834824025630950928e-01,-4.128648936748504639e-01,1.650879830121994019e-01,-3.569671809673309326e-01,-1.425782680511474609e+00,-2.448641806840896606e-01,-6.368421316146850586e-01,3.253089189529418945e-01
2.070083379745483398e+00,-3.825532197952270508e+00,8.909233212471008301e-01,5.912540853023529053e-02,5.957268923521041870e-02,-7.507231831550598145e-01,6.552633047103881836e-01,-2.487684488296508789e-01,1.065114513039588928e-01,3.447075486183166504e-01,1.798749566078186035e-01,-1.037759780883789062e-01,-3.825171291828155518e-02,-2.551839053630828857e-01,-1.079236716032028198e-01,-3.606361746788024902e-01,1.626353561878204346e-01,-1.378277540206909180e-01,9.534862637519836426e-02,-5.742521956562995911e-03,-1.164572313427925110e-02,1.652315497398376465e+00,2.865377366542816162e-01,-4.173180758953094482e-01,1.605046540498733521e-01,-3.588206171989440918e-01,-1.423486113548278809e+00,-2.472970485687255859e-01,-6.380193829536437988e-01,3.264814615249633789e-01
2.070008754730224609e+00,-3.825230121612548828e+00,8.912392258644104004e-01,5.925129354000091553e-02,5.947969108819961548e-02,-7.507829070091247559e-01,6.551919579505920410e-01,-2.481183409690856934e-01,1.059526652097702026e-01,3.449789583683013916e-01,1.778990775346755981e-01,-1.029516234993934631e-01,-3.820338845252990723e-02,-2.547904551029205322e-01,-1.077760756015777588e-01,-3.605309724807739258e-01,1.609939038753509521e-01,-1.369388550519943237e-01,9.517845511436462402e-02,-7.049665786325931549e-03,-1.243977714329957962e-02,1.650729179382324219e+00,2.894912660121917725e-01,-4.214644134044647217e-01,1.563753336668014526e-01,-3.633401393890380859e-01,-1.420550942420959473e+00,-2.486527413129806519e-01,-6.378365755081176758e-01,3.287661075592041016e-01
2.069923877716064453e+00,-3.824997663497924805e+00,8.916037082672119141e-01,5.933070555329322815e-02,5.929528176784515381e-02,-7.508021593093872070e-01,6.551793813705444336e-01,-2.470942735671997070e-01,1.052370890974998474e-01,3.451822698116302490e-01,1.756406128406524658e-01,-1.020325645804405212e-01,-3.817251697182655334e-02,-2.540084421634674072e-01,-1.076625511050224304e-01,-3.606055974960327148e-01,1.591541767120361328e-01,-1.360370516777038574e-01,9.509834647178649902e-02,-8.318898268043994904e-03,-1.391375437378883362e-02,1.648191928863525391e+00,2.922576665878295898e-01,-4.259379804134368896e-01,1.523317545652389526e-01,-3.675779104232788086e-01,-1.417668461799621582e+00,-2.486571222543716431e-01,-6.358501911163330078e-01,3.288830518722534180e-01
