3.146811246871948242e+00,2.860266208648681641e+00,8.263493776321411133e-01,2.872349228709936142e-03,-1.517473626881837845e-02,-8.263311982154846191e-01,5.629726648330688477e-01,2.641946375370025635e-01,-3.170023113489151001e-02,-4.443121552467346191e-01,4.596087336540222168e-02,-5.684526637196540833e-02,-2.313316427171230316e-02,-3.293828368186950684e-01,-7.827157527208328247e-02,-3.580130636692047119e-01,7.648217678070068359e-02,2.835445702075958252e-01,1.262625008821487427e-01,-5.493444204330444336e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.376651376485824585e-01,-1.247255355119705200e-01,-1.821831613779067993e-01,-4.128445982933044434e-01,2.942343950271606445e-01,-2.959595918655395508e-01,1.683992450125515461e-03,1.960925757884979248e-01,2.550710178911685944e-02,-4.084330052137374878e-02,-3.941807448863983154e-01,-2.375912666320800781e-01,-2.737100720405578613e-01,-5.408289283514022827e-02
3.117982864379882812e+00,2.833536863327026367e+00,8.246804475784301758e-01,5.103248986415565014e-04,-7.964904652908444405e-04,-8.652681112289428711e-01,5.013085007667541504e-01,2.726325690746307373e-01,-4.497659206390380859e-02,-3.133119046688079834e-01,9.777268022298812866e-02,6.269134581089019775e-02,-5.229951813817024231e-02,-3.503378629684448242e-01,7.333329413086175919e-03,-2.268735766410827637e-01,1.204662472009658813e-01,2.592336833477020264e-01,9.847534447908401489e-02,-3.833372294902801514e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.379800885915756226e-01,-7.998686283826828003e-02,-2.067709118127822876e-01,-3.373161256313323975e-01,4.620912671089172363e-01,-2.639379203319549561e-01,-1.124147996306419373e-01,1.638232171535491943e-01,3.253930713981389999e-03,-8.938234299421310425e-03,-4.159447252750396729e-01,-3.420817553997039795e-01,-1.971233189105987549e-01,1.575530692934989929e-02
3.091108560562133789e+00,2.811152935028076172e+00,8.280953764915466309e-01,-9.400917217135429382e-03,2.490319078788161278e-03,-8.711116313934326172e-01,4.909887611865997314e-01,2.681668996810913086e-01,-3.536322340369224548e-02,-2.998060882091522217e-01,1.594052463769912720e-01,2.244876176118850708e-01,-8.427332341670989990e-02,-3.055585324764251709e-01,4.454201832413673401e-02,-2.143267244100570679e-01,1.227759048342704773e-01,2.236268520355224609e-01,7.824239134788513184e-02,-3.425166904926300049e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.321598172187805176e-02,-6.753846257925033569e-02,-1.550501435995101929e-01,-2.954254150390625000e-01,4.271307587623596191e-01,-2.580030560493469238e-01,-2.071784883737564087e-01,1.476193368434906006e-01,2.201373130083084106e-02,-6.453432887792587280e-02,-4.046811759471893311e-01,-3.153282701969146729e-01,-2.067351490259170532e-01,1.950014531612396240e-01
3.067878961563110352e+00,2.786841154098510742e+00,8.311158418655395508e-01,-1.332315150648355484e-02,2.959925914183259010e-03,-8.731513023376464844e-01,4.872582256793975830e-01,2.436265349388122559e-01,-3.411155566573143005e-02,-3.010004758834838867e-01,2.161617875099182129e-01,4.531275331974029541e-01,-1.198110133409500122e-01,-2.601886093616485596e-01,5.950721725821495056e-02,-2.084185928106307983e-01,1.151505708694458008e-01,1.980902999639511108e-01,6.589374691247940063e-02,-3.121626079082489014e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.735380850732326508e-02,-5.378091335296630859e-02,-1.535804420709609985e-01,-3.003701269626617432e-01,4.258539676666259766e-01,-2.436983734369277954e-01,-2.021441757678985596e-01,1.541153341531753540e-01,2.498738095164299011e-02,-5.298211053013801575e-02,-4.302896559238433838e-01,-3.641523420810699463e-01,-1.958300471305847168e-01,1.681452542543411255e-01
3.044204235076904297e+00,2.762958526611328125e+00,8.406631350517272949e-01,-5.460788495838642120e-03,-1.046064775437116623e-02,-8.813924789428710938e-01,4.722372591495513916e-01,1.729082614183425903e-01,-7.562681287527084351e-02,-2.555122673511505127e-01,2.932047545909881592e-01,5.029664039611816406e-01,-1.407503038644790649e-01,-2.236789166927337646e-01,4.700031131505966187e-02,-1.663890779018402100e-01,1.088500246405601501e-01,1.680588275194168091e-01,6.080064550042152405e-02,-2.498674690723419189e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.183792158961296082e-02,-7.105275243520736694e-02,-1.086428612470626831e-01,-3.265974521636962891e-01,4.228920042514801025e-01,-2.500963509082794189e-01,-2.043857127428054810e-01,1.397965252399444580e-01,-3.636198234744369984e-04,-4.381114244461059570e-02,-4.663457870483398438e-01,-3.384573161602020264e-01,-1.908116340637207031e-01,1.560176014900207520e-01
3.021902799606323242e+00,2.738421201705932617e+00,8.492639064788818359e-01,4.336903803050518036e-03,-2.562554553151130676e-02,-8.905277252197265625e-01,4.541860222816467285e-01,6.921610981225967407e-02,-1.121277734637260437e-01,-1.661066412925720215e-01,3.818013072013854980e-01,4.338349401950836182e-01,-1.065269485116004944e-01,-1.888629943132400513e-01,2.762745693325996399e-02,-1.162283793091773987e-01,9.810907393693923950e-02,1.421165317296981812e-01,6.163707375526428223e-02,-1.789258569478988647e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.289084792137145996e-02,-9.461715072393417358e-02,-6.286134570837020874e-02,-3.553668558597564697e-01,3.945641219615936279e-01,-2.591747641563415527e-01,-1.713179051876068115e-01,1.117968484759330750e-01,-3.187112510204315186e-02,-2.195961773395538330e-02,-4.889079332351684570e-01,-3.402046263217926025e-01,-1.977505087852478027e-01,1.322047859430313110e-01
2.999745845794677734e+00,2.714421510696411133e+00,8.566791415214538574e-01,8.448059670627117157e-03,-3.837420791387557983e-02,-8.997769951820373535e-01,4.345772266387939453e-01,-3.382930159568786621e-02,-1.060816496610641479e-01,-3.617250174283981323e-02,4.385608434677124023e-01,3.409379422664642334e-01,-2.910049259662628174e-02,-1.443894207477569580e-01,1.498973928391933441e-02,-6.960235536098480225e-02,8.152593672275543213e-02,1.208002567291259766e-01,7.371709495782852173e-02,-9.927530586719512939e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.048236414790153503e-01,-1.193530037999153137e-01,-1.494303811341524124e-02,-3.686825931072235107e-01,4.328876137733459473e-01,-2.795359194278717041e-01,-2.095651775598526001e-01,8.474625647068023682e-02,-6.390773504972457886e-02,2.759743016213178635e-03,-5.045509338378906250e-01,-3.419737815856933594e-01,-2.295582443475723267e-01,1.242588981986045837e-01
2.979541778564453125e+00,2.693804025650024414e+00,8.627158403396606445e-01,1.237005833536386490e-02,-4.155024886131286621e-02,-9.062662720680236816e-01,4.204783439636230469e-01,-1.320678144693374634e-01,-8.319202065467834473e-02,6.246963143348693848e-02,4.506255090236663818e-01,2.717971503734588623e-01,3.080934472382068634e-02,-1.108690276741981506e-01,1.484794821590185165e-02,-3.738739341497421265e-02,6.596434116363525391e-02,1.007507443428039551e-01,8.546780049800872803e-02,-3.038240969181060791e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.303452998399734497e-01,-1.259693503379821777e-01,1.064288336783647537e-02,-3.860443830490112305e-01,4.641185104846954346e-01,-2.864707410335540771e-01,-1.928934901952743530e-01,5.241977423429489136e-02,-8.624942600727081299e-02,3.721421211957931519e-02,-5.185997486114501953e-01,-3.366268873214721680e-01,-2.341885268688201904e-01,8.281783759593963623e-02
2.960443496704101562e+00,2.671801090240478516e+00,8.661828637123107910e-01,1.527458429336547852e-02,-3.969035297632217407e-02,-9.142529964447021484e-01,4.029054045677185059e-01,-2.120765298604965210e-01,-4.911420494318008423e-02,1.693978756666183472e-01,4.168790876865386963e-01,2.176046371459960938e-01,8.637318015098571777e-02,-8.250261843204498291e-02,2.122430317103862762e-02,2.398055512458086014e-03,5.317581817507743835e-02,8.170229196548461914e-02,9.010603278875350952e-02,3.758818656206130981e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.518396139144897461e-01,-1.193419769406318665e-01,3.388147428631782532e-02,-4.026115536689758301e-01,4.661302864551544189e-01,-2.764370739459991455e-01,-2.125437259674072266e-01,6.195316091179847717e-03,-1.009836420416831970e-01,6.064418330788612366e-02,-5.213798284530639648e-01,-3.018775880336761475e-01,-2.278501540422439575e-01,9.658998996019363403e-02
2.940337896347045898e+00,2.650850772857666016e+00,8.666365742683410645e-01,1.487775146961212158e-02,-3.243599086999893188e-02,-9.229957461357116699e-01,3.831519186496734619e-01,-2.722079157829284668e-01,-2.162967249751091003e-02,2.350554019212722778e-01,3.400709629058837891e-01,1.770513951778411865e-01,1.085237041115760803e-01,-4.991244152188301086e-02,4.051702469587326050e-02,4.328282177448272705e-02,3.569616377353668213e-02,6.292628496885299683e-02,8.403908461332321167e-02,9.924198687076568604e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.760153621435165405e-01,-1.044115349650382996e-01,5.356384068727493286e-02,-4.105603992938995361e-01,4.567340910434722900e-01,-2.815913259983062744e-01,-2.346965074539184570e-01,-3.893031552433967590e-02,-1.032383218407630920e-01,9.065570682287216187e-02,-5.279211401939392090e-01,-2.647383809089660645e-01,-2.216849327087402344e-01,1.209945455193519592e-01
