-3.352420330047607422e-01,9.667394161224365234e-01,3.132585883140563965e-01,7.278949618339538574e-01,6.873207539319992065e-02,-2.451427280902862549e-01,6.366709470748901367e-01,-1.605851769447326660e+00,-1.745299994945526123e-01,2.483310848474502563e-01,6.595173478126525879e-01,2.189096957445144653e-01,-5.061398744583129883e-01,-1.126252785325050354e-01,-1.775446534156799316e-01,-4.050351083278656006e-01,2.007059156894683838e-01,2.946013510227203369e-01,9.255789220333099365e-02,-7.674932479858398438e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.158830761909484863e-01,1.908496022224426270e-02,-5.357675552368164062e-01,-1.043798804283142090e+00,-3.219063878059387207e-01,7.520394027233123779e-02,-8.656029105186462402e-01,-4.694376289844512939e-01,-1.207802534103393555e+00,3.486821427941322327e-02
-2.813369929790496826e-01,9.704281091690063477e-01,2.916743457317352295e-01,7.550228238105773926e-01,-2.124867029488086700e-02,-2.785387635231018066e-01,5.932160019874572754e-01,-1.919899940490722656e+00,1.737450510263442993e-01,6.453897953033447266e-01,1.849416136741638184e+00,-2.612589001655578613e-01,-5.061399936676025391e-01,1.228314265608787537e-01,-3.427433967590332031e-01,-7.056683897972106934e-01,1.970187723636627197e-01,3.091171085834503174e-01,9.000376611948013306e-02,-9.184853434562683105e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.387076616287231445e-01,-5.006319656968116760e-02,-3.764300942420959473e-01,-1.867499947547912598e+00,-1.408660888671875000e+00,7.792562246322631836e-03,-1.112930178642272949e+00,-3.505268990993499756e-01,-1.867499947547912598e+00,6.553276777267456055e-01
-2.778809666633605957e-01,9.741584658622741699e-01,3.000991046428680420e-01,7.589648365974426270e-01,5.721807014197111130e-03,-3.015354871749877930e-01,5.770753622055053711e-01,-1.919899940490722656e+00,2.544055283069610596e-01,6.494047045707702637e-01,1.871918797492980957e+00,-3.181562721729278564e-01,-5.061399936676025391e-01,7.599741220474243164e-02,-3.726868927478790283e-01,-6.680833101272583008e-01,2.050360888242721558e-01,3.241840600967407227e-01,8.262085169553756714e-02,-8.583328723907470703e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.552244663238525391e-01,-2.589452080428600311e-02,-3.826774060726165771e-01,-1.867499947547912598e+00,-1.536609292030334473e+00,-1.049641519784927368e-02,-1.156797170639038086e+00,-3.143275380134582520e-01,-1.867499947547912598e+00,7.301664352416992188e-01
-2.747080922126770020e-01,9.793315529823303223e-01,3.101623058319091797e-01,7.605707645416259766e-01,1.783388480544090271e-02,-3.081736266613006592e-01,5.711769461631774902e-01,-1.919899940490722656e+00,2.861275970935821533e-01,6.736807227134704590e-01,1.870017647743225098e+00,-3.342801034450531006e-01,-5.061399936676025391e-01,4.156473278999328613e-02,-3.905719220638275146e-01,-6.675097942352294922e-01,2.189012765884399414e-01,3.302231132984161377e-01,9.587603062391281128e-02,-8.388835191726684570e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.749224901199340820e-01,-7.715865503996610641e-03,-3.981072902679443359e-01,-1.867499947547912598e+00,-1.570751905441284180e+00,-3.370105102658271790e-02,-1.185623049736022949e+00,-2.834112942218780518e-01,-1.867499947547912598e+00,7.455582618713378906e-01
-2.711911201477050781e-01,9.846032261848449707e-01,3.215494155883789062e-01,7.641103267669677734e-01,2.214933186769485474e-02,-3.034165203571319580e-01,5.688437819480895996e-01,-1.919899940490722656e+00,2.978916764259338379e-01,7.213594317436218262e-01,1.860347151756286621e+00,-3.294613957405090332e-01,-5.061399936676025391e-01,1.355098094791173935e-02,-4.105985164642333984e-01,-6.941820979118347168e-01,2.320516556501388550e-01,3.341867625713348389e-01,9.639126062393188477e-02,-8.391361832618713379e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.123534917831420898e-01,6.319221574813127518e-03,-4.233530163764953613e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-7.021547108888626099e-02,-1.203660011291503906e+00,-2.581174671649932861e-01,-1.867499947547912598e+00,7.441761493682861328e-01
-2.656903564929962158e-01,9.894585609436035156e-01,3.329771459102630615e-01,7.646131515502929688e-01,2.458100765943527222e-02,-3.064914345741271973e-01,5.664145946502685547e-01,-1.919899940490722656e+00,3.016421496868133545e-01,7.485511302947998047e-01,1.853648900985717773e+00,-3.224878311157226562e-01,-5.061399936676025391e-01,-5.102166323922574520e-04,-4.338437020778656006e-01,-7.097449302673339844e-01,2.487981468439102173e-01,3.354815244674682617e-01,8.865439891815185547e-02,-8.325847387313842773e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.479354381561279297e-01,6.110358517616987228e-03,-4.374379217624664307e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-1.327012330293655396e-01,-1.229136466979980469e+00,-2.026707381010055542e-01,-1.867499947547912598e+00,7.399824261665344238e-01
-2.595792412757873535e-01,9.942469596862792969e-01,3.443968296051025391e-01,7.634930014610290527e-01,2.674953080713748932e-02,-3.096125721931457520e-01,5.661298036575317383e-01,-1.919899940490722656e+00,2.985425293445587158e-01,7.693037390708923340e-01,1.842680215835571289e+00,-3.145901560783386230e-01,-5.061399936676025391e-01,-1.239785552024841309e-02,-4.527255594730377197e-01,-7.195625901222229004e-01,2.646995782852172852e-01,3.413619697093963623e-01,8.221058547496795654e-02,-8.248938322067260742e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.862639665603637695e-01,2.170565305277705193e-03,-4.560399055480957031e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-2.079991996288299561e-01,-1.256484270095825195e+00,-1.288374364376068115e-01,-1.867499947547912598e+00,7.363665103912353516e-01
-2.519813776016235352e-01,9.989770650863647461e-01,3.561536371707916260e-01,7.606456279754638672e-01,3.012563101947307587e-02,-3.153095245361328125e-01,5.666485428810119629e-01,-1.919899940490722656e+00,2.961597144603729248e-01,7.860850691795349121e-01,1.835619449615478516e+00,-3.104146718978881836e-01,-5.061399936676025391e-01,-2.317150868475437164e-02,-4.685848057270050049e-01,-7.274100184440612793e-01,2.809522747993469238e-01,3.480562269687652588e-01,7.853471487760543823e-02,-8.118727207183837891e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.252288341522216797e-01,-7.564385887235403061e-03,-4.744160473346710205e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-3.057523965835571289e-01,-1.282747387886047363e+00,-2.690220437943935394e-02,-1.867499947547912598e+00,7.339366674423217773e-01
-2.433561682701110840e-01,1.004063606262207031e+00,3.675302863121032715e-01,7.561165094375610352e-01,3.440294787287712097e-02,-3.211950361728668213e-01,5.691555738449096680e-01,-1.919899940490722656e+00,2.941763401031494141e-01,8.029746413230895996e-01,1.831756711006164551e+00,-3.095827698707580566e-01,-5.061399936676025391e-01,-3.354021906852722168e-02,-4.787352681159973145e-01,-7.429597377777099609e-01,2.980819344520568848e-01,3.537886738777160645e-01,7.702720165252685547e-02,-7.939115762710571289e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.680086374282836914e-01,-2.075254730880260468e-02,-5.045900940895080566e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-4.279256165027618408e-01,-1.303487658500671387e+00,1.044809669256210327e-01,-1.867499947547912598e+00,7.362017631530761719e-01
-2.337591201066970825e-01,1.009916543960571289e+00,3.787218034267425537e-01,7.500206828117370605e-01,3.902430087327957153e-02,-3.277093172073364258e-01,5.731951594352722168e-01,-1.919899940490722656e+00,2.908052802085876465e-01,8.182487487792968750e-01,1.827843785285949707e+00,-3.097476065158843994e-01,-5.061399936676025391e-01,-4.402930289506912231e-02,-4.859880805015563965e-01,-7.586165070533752441e-01,3.179261982440948486e-01,3.614137470722198486e-01,7.597486674785614014e-02,-7.761543989181518555e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.012168765068054199e+00,-3.707506880164146423e-02,-5.575690269470214844e-01,-1.867499947547912598e+00,-1.570799946784973145e+00,-5.779810547828674316e-01,-1.312040328979492188e+00,2.631623148918151855e-01,-1.867499947547912598e+00,7.439898848533630371e-01
