-4.483477771282196045e-01,-4.242139339447021484e+00,1.112242460250854492e+00,6.400670390576124191e-04,1.176369655877351761e-02,6.941504478454589844e-01,7.197335362434387207e-01,5.034754052758216858e-03,-1.640579253435134888e-01,-5.927186608314514160e-01,2.001178078353404999e-02,7.439736276865005493e-02,-5.727833509445190430e-01,-7.626730203628540039e-02,-7.403047382831573486e-02,-9.259174764156341553e-02,5.409456323832273483e-03,9.903807193040847778e-02,2.554156482219696045e-01,-8.381222933530807495e-02,4.158766567707061768e-02,1.354864835739135742e-01,2.413638039433507743e-11,4.455827549099922180e-02,-1.123661100864410400e-01
-4.446423351764678955e-01,-4.241045951843261719e+00,1.112815260887145996e+00,6.230788421817123890e-04,1.296142861247062683e-02,6.994858384132385254e-01,7.145286202430725098e-01,6.284778565168380737e-02,-1.656469553709030151e-01,-6.794160604476928711e-01,5.521975085139274597e-02,6.714873760938644409e-02,-6.378747224807739258e-01,-8.354350179433822632e-02,-7.433450222015380859e-02,-1.089677587151527405e-01,2.753351628780364990e-02,8.332538604736328125e-02,2.543102502822875977e-01,-8.686528354883193970e-02,4.248678311705589294e-02,1.175656914710998535e-01,1.537855284282574559e-16,4.637224972248077393e-02,-1.138034462928771973e-01
-4.403679668903350830e-01,-4.239880561828613281e+00,1.112762451171875000e+00,1.498614437878131866e-03,1.286307908594608307e-02,6.999902725219726562e-01,7.140349745750427246e-01,7.092130929231643677e-02,-1.722637563943862915e-01,-6.852469444274902344e-01,6.083428859710693359e-02,6.316738575696945190e-02,-6.360002756118774414e-01,-8.067175745964050293e-02,-7.155933976173400879e-02,-1.111151054501533508e-01,2.882981486618518829e-02,7.934594899415969849e-02,2.545977532863616943e-01,-8.492867648601531982e-02,4.577562212944030762e-02,1.162080243229866028e-01,-1.207418996531403436e-18,5.045455321669578552e-02,-1.148003637790679932e-01
-4.357578754425048828e-01,-4.238468647003173828e+00,1.113026618957519531e+00,1.646203221753239632e-03,1.382868830114603043e-02,6.985504031181335449e-01,7.154253125190734863e-01,7.347246259450912476e-02,-1.755778640508651733e-01,-6.887261271476745605e-01,6.836810708045959473e-02,7.265362888574600220e-02,-6.455110311508178711e-01,-8.000095933675765991e-02,-6.766731292009353638e-02,-1.055968552827835083e-01,2.788866497576236725e-02,7.549688220024108887e-02,2.487759590148925781e-01,-8.320220559835433960e-02,4.861892759799957275e-02,1.166676282882690430e-01,5.781264562806616783e-19,4.449675977230072021e-02,-1.180885210633277893e-01
-4.307564198970794678e-01,-4.236462593078613281e+00,1.112619519233703613e+00,2.898570615798234940e-03,1.280288212001323700e-02,6.992629766464233398e-01,7.147439718246459961e-01,7.618878781795501709e-02,-1.817422658205032349e-01,-6.863356232643127441e-01,7.436734437942504883e-02,7.742106914520263672e-02,-6.469380855560302734e-01,-7.465425878763198853e-02,-6.370958685874938965e-02,-1.086096763610839844e-01,2.863472886383533478e-02,7.288992404937744141e-02,2.493749111890792847e-01,-7.923030108213424683e-02,5.414004251360893250e-02,1.143487095832824707e-01,-2.305597212646603826e-18,4.930993914604187012e-02,-1.228059753775596619e-01
-4.249375760555267334e-01,-4.235126018524169922e+00,1.112359642982482910e+00,4.108041524887084961e-03,1.298218872398138046e-02,7.011701464653015137e-01,7.128639221191406250e-01,7.760798931121826172e-02,-1.817492097616195679e-01,-6.841397881507873535e-01,7.342606782913208008e-02,7.435590028762817383e-02,-6.457813978195190430e-01,-7.019185274839401245e-02,-6.020859256386756897e-02,-1.148427575826644897e-01,2.868239022791385651e-02,6.707552075386047363e-02,2.492960095405578613e-01,-7.757588475942611694e-02,5.849753692746162415e-02,1.109251230955123901e-01,5.942465520580950816e-20,4.961432516574859619e-02,-1.251695752143859863e-01
-4.203711450099945068e-01,-4.232667446136474609e+00,1.112761497497558594e+00,6.850109435617923737e-03,1.132143940776586533e-02,6.982950568199157715e-01,7.156877517700195312e-01,7.615089416503906250e-02,-1.698547899723052979e-01,-6.883497834205627441e-01,7.398598641157150269e-02,8.083404600620269775e-02,-6.384811997413635254e-01,-6.319053471088409424e-02,-5.637672543525695801e-02,-1.061664298176765442e-01,2.826439030468463898e-02,6.414724886417388916e-02,2.497583478689193726e-01,-6.811542063951492310e-02,6.363760679960250854e-02,1.238017901778221130e-01,8.973519982771261186e-19,5.182133987545967102e-02,-1.275987476110458374e-01
-4.142505526542663574e-01,-4.231271266937255859e+00,1.112257122993469238e+00,7.816731929779052734e-03,1.135664712637662888e-02,6.986252665519714355e-01,7.153549194335937500e-01,7.782774418592453003e-02,-1.667991876602172852e-01,-6.870533227920532227e-01,7.777532190084457397e-02,7.060751318931579590e-02,-6.413812637329101562e-01,-6.076920032501220703e-02,-5.262885987758636475e-02,-1.065646559000015259e-01,2.853347361087799072e-02,6.060744822025299072e-02,2.498329430818557739e-01,-6.721214950084686279e-02,6.787478178739547729e-02,1.213617250323295593e-01,5.836972850374877453e-04,5.554826557636260986e-02,-1.256047338247299194e-01
-4.082520306110382080e-01,-4.229373455047607422e+00,1.112235188484191895e+00,9.178024716675281525e-03,1.201844494789838791e-02,6.998416781425476074e-01,7.141379117965698242e-01,7.674059271812438965e-02,-1.701711714267730713e-01,-6.812844276428222656e-01,8.504530042409896851e-02,7.039992511272430420e-02,-6.511297821998596191e-01,-5.760208889842033386e-02,-5.036296695470809937e-02,-1.097227483987808228e-01,3.078787773847579956e-02,5.567118525505065918e-02,2.518382370471954346e-01,-7.503622025251388550e-02,7.219147682189941406e-02,1.173144653439521790e-01,1.844923943281173706e-02,5.199322104454040527e-02,-1.268864125013351440e-01
-4.023010432720184326e-01,-4.227974891662597656e+00,1.113129615783691406e+00,1.067406777292490005e-02,1.215155888348817825e-02,7.013905048370361328e-01,7.125936746597290039e-01,7.969237864017486572e-02,-1.681950092315673828e-01,-6.845369338989257812e-01,8.701757341623306274e-02,7.409032434225082397e-02,-6.416181325912475586e-01,-5.734704062342643738e-02,-4.952785745263099670e-02,-1.038480922579765320e-01,4.025024175643920898e-02,4.627965763211250305e-02,2.599781155586242676e-01,-9.395826607942581177e-02,8.008287847042083740e-02,1.104962900280952454e-01,5.791680514812469482e-02,4.246133565902709961e-02,-1.391140073537826538e-01
